
SIH26081 Project Cleanup Manifest
Execution Date: Friday 04 September 2026 04:13:21 PM IST
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/flow/__pycache__ (158599 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/isomorphism/tests/__pycache__ (270199 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/isomorphism/__pycache__ (208393 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/link_analysis/tests/__pycache__ (18979 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/link_analysis/__pycache__ (32747 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/minors/tests/__pycache__ (29717 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/minors/__pycache__ (27276 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/operators/tests/__pycache__ (83528 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/operators/__pycache__ (52895 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/shortest_paths/tests/__pycache__ (137986 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/shortest_paths/__pycache__ (140873 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/tests/__pycache__ (920836 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/traversal/tests/__pycache__ (47020 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/traversal/__pycache__ (52818 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/tree/tests/__pycache__ (110789 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/tree/__pycache__ (121695 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/algorithms/__pycache__ (888267 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/classes/tests/__pycache__ (461345 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/classes/__pycache__ (368861 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/drawing/tests/__pycache__ (181144 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/drawing/__pycache__ (234587 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/generators/tests/__pycache__ (335246 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/generators/__pycache__ (489142 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/linalg/tests/__pycache__ (75774 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/linalg/__pycache__ (83122 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/readwrite/json_graph/tests/__pycache__ (22049 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/readwrite/json_graph/__pycache__ (28445 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/readwrite/tests/__pycache__ (311957 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/readwrite/__pycache__ (238653 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/tests/__pycache__ (155881 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/utils/tests/__pycache__ (123294 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/utils/__pycache__ (211072 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/networkx/__pycache__ (104059 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/markupsafe/__pycache__ (29199 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/filelock/_soft_rw/__pycache__ (73503 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/filelock/__pycache__ (389062 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cuda/pathfinder/_binaries/__pycache__ (19317 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cuda/pathfinder/_dynamic_libs/__pycache__ (115247 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cuda/pathfinder/_headers/__pycache__ (27420 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cuda/pathfinder/_static_libs/__pycache__ (22543 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cuda/pathfinder/_utils/__pycache__ (28692 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cuda/pathfinder/__pycache__ (4715 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cuda/bindings/_bindings/__pycache__ (194 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cuda/bindings/_example_helpers/__pycache__ (10189 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cuda/bindings/_internal/__pycache__ (5576 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cuda/bindings/_lib/__pycache__ (189 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cuda/bindings/_test_helpers/__pycache__ (8554 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cuda/bindings/utils/__pycache__ (12019 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/cuda/bindings/__pycache__ (987 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/jinja2/__pycache__ (823278 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/functorch/_src/aot_autograd/__pycache__ (333 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/functorch/_src/eager_transforms/__pycache__ (332 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/functorch/_src/make_functional/__pycache__ (274 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/functorch/_src/vmap/__pycache__ (551 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/functorch/_src/__pycache__ (185 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/functorch/compile/__pycache__ (1116 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/functorch/dim/__pycache__ (160783 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/functorch/einops/__pycache__ (25609 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/functorch/experimental/__pycache__ (1089 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/functorch/__pycache__ (748 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_awaits/__pycache__ (2226 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_custom_op/__pycache__ (50753 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_decomp/__pycache__ (390272 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_dispatch/__pycache__ (15278 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_dynamo/backends/__pycache__ (125875 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_dynamo/polyfills/__pycache__ (137200 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_dynamo/repro/__pycache__ (143884 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_dynamo/variables/__pycache__ (2983627 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_dynamo/__pycache__ (3134129 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_export/db/examples/__pycache__ (57243 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_export/db/__pycache__ (12734 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_export/pass_infra/__pycache__ (7740 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_export/passes/__pycache__ (152941 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_export/serde/__pycache__ (362161 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_export/__pycache__ (363173 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_functorch/_activation_checkpointing/__pycache__ (67737 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_functorch/_activation_offloading/__pycache__ (58628 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_functorch/_aot_autograd/__pycache__ (996479 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_functorch/__pycache__ (673418 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_higher_order_ops/passes/__pycache__ (8942 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_higher_order_ops/__pycache__ (928556 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/analysis/__pycache__ (58528 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/autoheuristic/artifacts/__pycache__ (122265 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/autoheuristic/__pycache__ (56399 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/codegen/cuda/__pycache__ (44828 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/codegen/cutedsl/__pycache__ (190555 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/codegen/cutlass/lib_extensions/cutlass_mock_imports/cuda/__pycache__ (2983 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/codegen/cutlass/lib_extensions/cutlass_mock_imports/pydot/__pycache__ (255 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/codegen/cutlass/lib_extensions/cutlass_mock_imports/scipy/__pycache__ (529 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/codegen/cutlass/lib_extensions/cutlass_mock_imports/__pycache__ (238 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/codegen/cutlass/lib_extensions/__pycache__ (39315 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/codegen/cutlass/__pycache__ (289414 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/codegen/mtia/__pycache__ (2622 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/codegen/nv_universal_gemm/__pycache__ (198414 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/codegen/rocm/__pycache__ (176606 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/codegen/xpu/__pycache__ (25116 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/codegen/__pycache__ (3244293 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/compile_worker/__pycache__ (75312 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/fx_passes/auto_chunker/__pycache__ (114191 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/fx_passes/serialized_patterns/__pycache__ (556537 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/fx_passes/__pycache__ (1568074 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/heuristics/template/__pycache__ (212562 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/heuristics/triton_codegen/__pycache__ (33989 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/heuristics/__pycache__ (11423 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/kernel/flex/__pycache__ (225967 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/kernel/flex_gemm/__pycache__ (238351 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/kernel/vendored_templates/cutedsl/kernels/__pycache__ (90788 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/kernel/vendored_templates/cutedsl/wrappers/__pycache__ (36300 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/kernel/vendored_templates/cutedsl/__pycache__ (207236 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/kernel/vendored_templates/__pycache__ (212 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/kernel/__pycache__ (407294 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/lookup_table/__pycache__ (17017 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/package/__pycache__ (8006 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/runtime/caching/__pycache__ (127055 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/runtime/__pycache__ (549076 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/template_heuristics/__pycache__ (812 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_inductor/__pycache__ (5465799 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_lazy/__pycache__ (43493 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_library/__pycache__ (270972 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_logging/__pycache__ (98207 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_native/ops/bmm_outer_product/__pycache__ (9260 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_native/ops/foreach_mm/__pycache__ (28954 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_native/ops/norm/__pycache__ (20239 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_native/ops/polar/__pycache__ (14228 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_native/ops/scatter_add/__pycache__ (58587 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_native/ops/sum/__pycache__ (48394 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_native/ops/topk/__pycache__ (62660 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_native/ops/__pycache__ (342 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_native/triton/__pycache__ (6843 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_native/__pycache__ (109186 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_numpy/testing/__pycache__ (85508 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_numpy/__pycache__ (305674 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_prims/__pycache__ (161525 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_prims_common/__pycache__ (126973 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_refs/linalg/__pycache__ (20303 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_refs/nn/functional/__pycache__ (61235 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_refs/nn/__pycache__ (487 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_refs/special/__pycache__ (12675 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_refs/__pycache__ (386627 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_strobelight/__pycache__ (29698 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_subclasses/complex_tensor/_ops/__pycache__ (89296 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_subclasses/complex_tensor/__pycache__ (10780 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_subclasses/__pycache__ (500327 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_vendor/packaging/__pycache__ (30937 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_vendor/quack/bench/__pycache__ (13083 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_vendor/quack/cache/__pycache__ (32824 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_vendor/quack/__pycache__ (1102284 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/_vendor/__pycache__ (184 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/accelerator/__pycache__ (45125 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/amp/__pycache__ (62958 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/intrinsic/modules/__pycache__ (15679 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/intrinsic/qat/modules/__pycache__ (50482 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/intrinsic/qat/__pycache__ (225 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/intrinsic/quantized/dynamic/modules/__pycache__ (4897 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/intrinsic/quantized/dynamic/__pycache__ (239 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/intrinsic/quantized/modules/__pycache__ (32782 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/intrinsic/quantized/__pycache__ (380 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/intrinsic/__pycache__ (1152 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/qat/dynamic/modules/__pycache__ (2594 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/qat/dynamic/__pycache__ (223 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/qat/modules/__pycache__ (28224 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/qat/__pycache__ (215 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/quantizable/modules/__pycache__ (56315 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/quantizable/__pycache__ (223 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/quantized/dynamic/modules/__pycache__ (90557 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/quantized/dynamic/__pycache__ (229 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/quantized/modules/__pycache__ (162364 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/quantized/reference/modules/__pycache__ (80113 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/quantized/reference/__pycache__ (404 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/quantized/__pycache__ (34281 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/sparse/quantized/dynamic/__pycache__ (9561 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/sparse/quantized/__pycache__ (18367 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/sparse/__pycache__ (226 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/nn/__pycache__ (1042 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/ns/fx/__pycache__ (189931 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/ns/__pycache__ (71159 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/pruning/_experimental/activation_sparsifier/__pycache__ (22726 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/pruning/_experimental/data_scheduler/__pycache__ (9916 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/pruning/_experimental/data_sparsifier/lightning/callbacks/__pycache__ (11425 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/pruning/_experimental/data_sparsifier/lightning/__pycache__ (227 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/pruning/_experimental/data_sparsifier/__pycache__ (32424 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/pruning/_experimental/pruner/__pycache__ (58474 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/pruning/_experimental/__pycache__ (201 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/pruning/scheduler/__pycache__ (17075 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/pruning/sparsifier/__pycache__ (39552 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/pruning/__pycache__ (1994 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/quantization/backend_config/__pycache__ (154928 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/quantization/fx/_model_report/__pycache__ (141769 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/quantization/fx/__pycache__ (449167 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/quantization/__pycache__ (376407 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/ao/__pycache__ (1010 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/autograd/_functions/__pycache__ (5851 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/autograd/__pycache__ (488728 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/backends/_coreml/__pycache__ (6861 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/backends/_nnapi/__pycache__ (137259 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/backends/cpu/__pycache__ (755 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/backends/cuda/__pycache__ (36276 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/backends/cudnn/__pycache__ (15931 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/backends/cusparselt/__pycache__ (2721 bytes) - Python cache directory
DELETED: /home/agasthya/ai models/.venv/lib/python3.14/site-packages/torch/backends/kleidiai/__pycache__ (460 bytes) - Python cache directory
